Geneid	CBS138_RPMI_DMSO_A	CBS138_RPMI_VORI_A	CBS138_RPMI_FLUC_A	CBS138_RPMI_DMSO_B	CBS138_RPMI_VORI_B	CBS138_RPMI_FLUC_B	CBS138_RPMI_DMSO_C	CBS138_RPMI_VORI_C	CBS138_RPMI_FLUC_C
CAGL0E02101g	68.8311661518708	60.35009543502507	46.739858434588854	52.065952536118566	53.883302602196004	52.811731614650945	55.3063088039063	74.55399846854131	49.306962722980984
CAGL0E02123g	10.877949964055878	20.803275218216832	17.29666278868361	9.02709467908096	17.834994843254446	13.77897709666722	12.792996676785094	2.2557942047970143	15.498395922748731
CAGL0E02145g	22.224777081734853	60.092629157571885	45.71954967458224	31.39099375499766	44.965805180568786	47.972960393413295	28.706236445468996	30.45322176475969	44.53098134053671
CAGL0E02167g	43.98067700984661	97.11627985533897	70.44989057188549	53.056020984791964	67.28657145409632	66.17595689235495	50.31391985686821	80.7574325317331	51.39225036883693
CAGL0E02189g	0.5626525843477178	0.051493255490635714	0.6316197085755251	0.232957282040799	0.21618175567581147	0.5530024252843032	0.7020546956772308	0.3383691307195521	0.17489509287824087
CAGL0E02211g	13.691212885794465	15.293496880718807	10.591776651497266	12.637932550713343	8.701315665951412	13.640726490346145	17.39535523733583	14.211503490221189	11.354727568402716
CAGL0E02233g	39.57323176578949	32.54373747008178	44.94217157172005	47.523285536322994	37.615625487591196	27.143202374371214	65.29108669798246	5.865064932472237	30.17613025583802
CAGL0E02255g	102.59032121273388	7.003082746726458	10.057329205779514	37.506122408568636	9.457951810816752	7.327282135017017	66.69519608933693	0.22557942047970142	12.996050747721592
CAGL0E02299g	53.17066922085933	98.09465170966105	86.87200299484914	47.523285536322994	78.14970467680584	83.31903207616834	48.12974969253904	85.72017978228654	81.097509220772
CAGL0E02315g	167.01404212054754	94.33564405884464	170.8288381039651	222.99835823355482	153.27286477415032	132.9049162099942	325.7533787942351	61.58318179095849	195.142563246068
CAGL0E02321g	26.725997756516595	49.021579227085205	43.29024310313791	24.111078691222694	42.69589674597276	44.65494584170748	21.373665179506805	8.684807688468505	45.20365477468379
CAGL0E02343g	63.67351746201673	27.085452388074387	20.26041680584569	51.94947389509817	31.886808962182194	21.7053451924089	57.17845465904558	15.452190302859547	22.02332823397541
CAGL0E02365g	17.72355640695311	24.56228286903324	36.14808178309159	22.8880529605085	38.91271602164606	35.346071682755046	25.50798727627272	38.34850148154924	36.405086256039986
CAGL0E02387g	12.190805994200552	18.53757197662886	19.67738322869905	13.569761678876539	13.997768680008791	17.649994073657343	14.431124300031968	25.82884364492581	16.493952605286406
CAGL0E02409g	31.13344300057372	83.4705671503205	99.55298329778853	29.061420934589673	78.14970467680584	75.43874751586702	37.44291710278564	20.86609639437238	97.53764795132663
CAGL0E02431g	29.164158955356708	44.95361204332499	58.44911610895051	33.83704521642605	45.88457764219098	56.68274859164107	38.769020416842636	41.393823658025205	46.85843142268561
CAGL0E02453g	63.76729289274135	148.71252185695596	85.85169423484253	98.89036622631916	93.01220037951788	90.50806360486428	78.78613807044479	102.75142602850399	66.59466998056095
CAGL0E02475g	100.52726173679224	51.02981619122	98.96994972064189	84.56349338081003	107.76660520439201	86.22229480891093	129.6461004683953	50.30421076697341	113.89706586978363
CAGL0E02497g	20.724370190140938	37.3326102307109	35.370703680229404	23.994600050202294	28.64408262704502	36.35990946244293	30.344364068715866	50.86815931817267	37.575538031455906
CAGL0E02519g	164.95098264460592	166.88964104515037	154.06662276099922	147.86963477539715	138.89677802170885	145.53180492065243	139.08483582138916	321.4506741835745	127.40434842745701
CAGL0E02541g	18.28620899130083	30.175047717512534	23.175584691578884	14.326872845509136	20.15894871676942	20.3689226646385	22.855780648158735	28.423006980442377	18.215996596702933
CAGL0E02585g	70.51912390491397	45.52003785372198	42.26993434313129	63.36438071509732	44.587487108136116	32.99581137529675	64.35501377041282	14.098713779981338	40.064429737800104
CAGL0E02607g	129.9727469843228	365.96256677194805	245.1656191901615	281.7618326283464	247.96047376015576	293.6903713614053	235.2663291291698	142.56619374317128	241.20724001646005
CAGL0E02629g	68.54983985969695	139.85568191256664	118.7445052121987	102.15176817489035	101.87565236222615	124.14904447632607	115.68301263214815	61.47039208071863	89.68082224048874
CAGL0E02651g	6.939381873621852	18.949518020553942	30.852193457342956	18.986018486325115	39.45317041083559	39.49358987238731	19.111488937880175	9.925494501106861	45.513084554391455
CAGL0E02673g	100.99613889041534	48.97008597159457	37.31414893738487	107.04387109774713	50.04607643895035	30.69163460327882	82.29641154883095	64.2901348367149	34.77721654540405
CAGL0E02695g	28.69528180173361	62.04937286621604	45.91389420029778	35.584224831732044	46.64121378705632	56.40624737899892	36.97488063900082	83.68996499796921	58.630216520259516
CAGL0E02717g	52.514241205786995	54.11941152065814	30.94936572020073	64.06325256121971	42.69589674597276	38.71016976990122	57.80250327742534	35.97991756651238	35.32880876140465
CAGL0E02739g	231.250212166912	272.4508148009536	328.9281097735619	265.047147641919	299.41173161099886	285.9022538719847	267.482839053025	54.02627120488848	361.6426916661533
CAGL0E02761g	109.62347851708034	414.5721999551082	214.55635638996299	172.97078191529326	240.1238851169076	307.7458496707147	117.78917671917984	423.6381516608792	188.34856156118246
