	Geneid	CBS138_RPMI_DMSO_A	CBS138_RPMI_VORI_A	CBS138_RPMI_FLUC_A	CBS138_RPMI_DMSO_B	CBS138_RPMI_VORI_B	CBS138_RPMI_FLUC_B	CBS138_RPMI_DMSO_C	CBS138_RPMI_VORI_C	CBS138_RPMI_FLUC_C
3277	CAGL0J07942g	693	1277	1338	983	1034	1273	713	811	3989
3278	CAGL0J07964g	621	1532	1480	1343	1241	1661	841	861	5002
3279	CAGL0J07980g	785	2831	2249	1160	1439	1581	766	401	4447
3280	CAGL0J07986g	11	15	7	6	26	9	8	1	116
3281	CAGL0J08008g	285	706	626	440	436	591	301	66	1710
3282	CAGL0J08030g	630	921	1347	909	1194	1233	907	341	4739
3283	CAGL0J08052g	996	2981	2923	1519	2215	2933	1369	695	9056
3284	CAGL0J08074g	553	619	913	801	641	906	662	268	2986
3285	CAGL0J08096g	527	2396	2035	888	1691	1981	912	1672	7250
3286	CAGL0J08118g	412	2130	2150	1099	1697	2503	886	724	7929
3287	CAGL0J08140g	620	901	1193	909	934	960	710	312	3834
3288	CAGL0J08162g	4683	5322	5374	5290	5559	3964	4124	1155	23891
3289	CAGL0J08184g	891	778	1214	1444	1224	1044	1227	232	3821
3290	CAGL0J08206g	1006	1359	2915	1356	2266	2805	1299	1064	10645
3291	CAGL0J08228g	757	2702	2112	1690	2263	3276	1425	2118	8730
3292	CAGL0J08250g	284	354	533	604	394	453	484	196	1548
3293	CAGL0J08272g	569	2050	1796	1718	1701	2053	1431	420	5966
3294	CAGL0J08294g	153	303	410	215	313	363	254	84	1275
3295	CAGL0J08316g	857	8715	6744	1152	5128	7637	609	1938	21300
3296	CAGL0J08349g	1161	2159	3181	1822	2806	3057	1459	902	9808
3297	CAGL0J08371g	5	7	17	3	17	9	2	1	52
3298	CAGL0J08393g	252	671	566	506	638	773	332	150	2179
3299	CAGL0J08415g	2397	17473	18692	3173	13980	13892	2822	3501	51620
3300	CAGL0J08437g	1309	12429	7972	3075	6776	9155	2039	3625	25617
3301	CAGL0J08459g	299	615	642	653	509	607	389	148	2384
3302	CAGL0J08481g	368	2136	1235	963	1186	1619	514	929	4565
3303	CAGL0J08547g	143	767	664	265	534	624	276	307	1700
3304	CAGL0J08569g	2954	7909	7846	5463	6554	7620	4096	3490	24236
3305	CAGL0J08591g	1867	7156	7928	3865	6991	10124	3147	6714	30209
3306	CAGL0J08613g	142	669	1079	512	746	1017	483	184	2643
3307	CAGL0J08635g	918	4968	4445	1899	3754	4535	1631	845	14185
3308	CAGL0J08657g	1330	2714	2780	2631	2949	3410	1685	2194	9418
3309	CAGL0J08679g	944	366	1368	1082	1110	1107	1230	974	4866
3310	CAGL0J08712g	821	3543	2666	1772	2521	3115	1093	1420	8709
3311	CAGL0J08734g	4324	9758	10989	10899	10288	13530	5836	2983	51388
3312	CAGL0J08756g	1897	4212	5965	3631	5557	7326	2708	2788	22472
3313	CAGL0J08778g	1097	3638	3370	2326	2807	3430	1974	751	11147
3314	CAGL0J08800g	583	2840	2636	1429	2263	2848	1109	475	8734
3315	CAGL0J08822g	512	394	382	623	308	385	628	105	1539
3316	CAGL0J08844g	3523	2689	2736	6214	3350	3314	3702	1566	11166
3317	CAGL0J08866g	49	106	85	93	85	111	71	20	430
3318	CAGL0J08888g	440	1257	965	1228	786	1172	912	652	3532
3319	CAGL0J08910g	330	547	592	614	471	519	382	263	2018
3320	CAGL0J08932g	4	7	10	4	11	1	1	32	20
3321	CAGL0J08954g	1212	2351	3247	1575	2619	2967	1328	595	10460
3322	CAGL0J08976g	541	2290	2288	1974	2195	3193	1067	1473	10100
3323	CAGL0J08998g	3471	14741	7873	7153	7463	10303	4188	3702	22538
